gen,best,avg,worst
57,9.800604649240585,12.307922182273956,14.113431710109731
58,9.800604649240585,12.316657206623308,14.178846907592256
59,9.632449147201337,12.199545784796046,13.814918596927084
60,9.632449147201337,12.179559229879423,13.88381123413646
61,9.632449147201337,12.147824288863893,13.730221177221832
62,9.632449147201337,12.178217326754368,13.824686585898888
63,9.632449147201337,12.224008643396399,14.224655034777115
64,9.469275296511647,12.153064867023367,14.224309210135242
65,9.469275296511647,12.363107607546901,14.196445665209833
66,9.469275296511647,12.10260794433543,13.717530986473259
67,9.469275296511647,12.237184227022706,13.994376884168574
68,9.469275296511647,12.039538718538731,13.883383307952448
69,8.937968486768549,12.264542583991298,14.24896252579805
70,8.937968486768549,12.112435042446252,14.11937177198466
71,8.937968486768549,12.201779571223614,13.62455658288672
72,8.937968486768549,12.173415219438935,14.206451278530373
73,8.937968486768549,12.227533932569104,14.33633184693401
74,8.937968486768549,12.138717550076617,14.125476736533766
75,8.937968486768549,12.191427080112875,13.899917592034415
76,8.937968486768549,11.997426069784945,14.441679256078844
77,8.937968486768549,12.082369210222634,14.308610521727784
78,8.937968486768549,11.890120220345505,13.964159950744113
79,8.937968486768549,11.952828930910266,14.230024663111196
80,8.937968486768549,12.0414642258769,13.971193661778992
81,8.937968486768549,12.244734270314355,14.204808942642481
82,8.937968486768549,12.196963264654803,14.103373626635548
83,8.937968486768549,12.206550424469835,13.948791332927998
84,8.937968486768549,12.266183691105306,13.748609787744698
85,8.937968486768549,12.09515438513547,13.984890689066651
86,8.937968486768549,12.131918128810883,13.809091075459689
87,8.937968486768549,11.928607686690427,14.04030584788548
88,8.697474442683422,11.989423633792356,13.848952702697126
89,8.697474442683422,12.085340134595599,13.8889288873462
90,8.697474442683422,12.232044712969735,14.060373780690677
91,8.697474442683422,12.158310321856204,14.200957504181064
92,8.697474442683422,12.195413784094901,14.00826139040296
93,8.697474442683422,12.261074869351456,13.611462783273847
94,8.697474442683422,12.200113244439722,13.806683107526318
95,8.697474442683422,12.344433738469295,14.010711896613065
96,8.697474442683422,12.12687874496207,14.44156582045836
97,8.697474442683422,12.27662427244821,13.786901845093476
98,8.697474442683422,12.317984002671382,14.393918110870946
99,8.697474442683422,12.205791140578958,13.903537306115512
100,8.697474442683422,12.119914657367781,13.928237466922727
101,8.697474442683422,12.215359463140173,13.822493692238616
102,8.697474442683422,12.320622897058229,14.051962452426137
103,8.697474442683422,12.211463875068855,13.77411855550531
104,8.697474442683422,12.22521375272521,14.104040599391961
105,8.697474442683422,12.294402058661658,13.918621622675754
106,8.697474442683422,12.253846737997641,14.026124542499769
107,8.697474442683422,12.20230536477885,13.970004817961545
108,8.697474442683422,12.320945161721843,14.395322305109852
109,8.697474442683422,12.151624917230478,13.84750933155187
110,8.697474442683422,12.326347588851842,13.814937397166332
111,8.697474442683422,12.187178657500658,13.688657458105933
112,8.697474442683422,12.263207034790046,13.894194154938777
113,8.697474442683422,12.224558251590972,14.983037163392328
114,8.697474442683422,12.349281991569763,14.515948646459476
115,8.697474442683422,12.182135000540566,14.304300948501613
116,8.697474442683422,12.374863705541168,13.940095612460414
117,8.697474442683422,12.16948805099497,13.84735820597048
118,8.697474442683422,12.25778757635064,14.576716556483042
119,8.697474442683422,12.255398576450519,14.125166372038784
120,8.697474442683422,12.37581265850639,14.196549409906554
121,8.697474442683422,12.161553153151193,13.598673643842947
122,8.697474442683422,12.292489845445534,14.246556767598193
123,8.697474442683422,12.151375042723583,14.229833208687346
124,8.697474442683422,12.093847214142768,14.0334730218266
125,8.697474442683422,12.128364753185142,14.046406639892467
126,8.697474442683422,12.298369635030836,13.99874525314716
127,8.697474442683422,12.183141854782253,13.876581055307447
128,8.697474442683422,12.20278230116296,14.07875931220549
129,8.697474442683422,12.274831870605698,13.970221854361228
130,8.697474442683422,12.32732385078742,14.137096169495736
131,8.697474442683422,12.279402769145355,13.973022428854723
132,8.697474442683422,12.247429008634208,13.892707339083412
133,8.697474442683422,12.277070412181253,13.818830111600116
134,8.697474442683422,12.328619884215648,14.101762011120984
135,8.697474442683422,12.223611628935778,13.965786916828497
136,8.697474442683422,12.199330858447333,14.202343815227575
137,8.697474442683422,12.16005415145088,14.150685963111163
138,8.697474442683422,12.025054496598182,13.827414525004425
139,8.697474442683422,12.122851137044245,13.928571668961531
140,8.697474442683422,12.030020368924358,14.193636575583126
141,8.697474442683422,12.193382463108826,14.146268863161716
142,8.697474442683422,12.135934135911134,14.26084431255477
143,8.697474442683422,12.037499063881306,13.808731237214255
144,8.697474442683422,12.161481108692238,14.399084069389389
145,8.697474442683422,12.23892828514722,13.861697760574502
146,8.697474442683422,12.353503945661014,13.956570787326076
147,8.697474442683422,12.396625183731642,14.450980068455298
148,8.697474442683422,12.36308304407349,14.32818256083043
149,8.697474442683422,12.309653992131699,14.1330970527277
150,8.697474442683422,12.163133447953932,14.291916432865001
151,8.697474442683422,12.18888294523449,14.047784792310697
152,8.697474442683422,12.078005356866804,14.253488361354208
153,8.697474442683422,12.17493216613783,13.76306531973647
154,8.697474442683422,12.076826537639722,14.237888883444203
155,8.697474442683422,12.165775905293374,13.737606268917284
156,8.697474442683422,12.112993345205627,13.81063261847145
157,8.697474442683422,12.315221625287846,14.196860312396721
158,8.697474442683422,12.157990519421544,13.731368651036744
159,8.697474442683422,12.257836098227937,14.57435948881034
160,8.697474442683422,12.303715733663664,14.27675295904423
161,8.697474442683422,12.484620001096161,14.275254410172876
162,8.697474442683422,12.412048881490248,14.16082740028607
163,8.697474442683422,12.157462269306016,13.915317460695357
164,8.697474442683422,12.311250213455798,14.062383502644918
165,8.697474442683422,12.140522693134104,14.348100507638076
166,8.697474442683422,12.235989770596186,13.918302617443176
167,8.697474442683422,12.136052673089955,13.582405566107463
168,8.697474442683422,12.370471750715467,14.139773098675798
169,8.697474442683422,12.2544679835065,13.907189853473652
170,8.697474442683422,12.180746719271829,14.088086111797136
171,8.697474442683422,12.06358098187746,14.324917562904671
172,8.697474442683422,12.206023576555959,13.971304037242714
173,8.697474442683422,12.155522178593467,14.257052830289656
174,8.697474442683422,12.226940657876787,14.447413672929882
175,8.697474442683422,12.121361589686776,13.864533120628607
176,8.697474442683422,12.181578157068454,14.050910975400276
177,8.697474442683422,12.172324574695505,14.051707786090963
178,8.697474442683422,11.971331418803215,13.866228908131816
179,8.697474442683422,12.211390905706502,13.908515921106666
180,8.697474442683422,12.128445804733127,14.37251539779278
181,8.697474442683422,12.11309899294394,14.019231725905268
182,8.697474442683422,12.033097122852858,13.60895700307525
183,8.697474442683422,12.066752266457595,13.669884937072077
184,8.697474442683422,11.968529986558037,13.884266564301504
185,8.697474442683422,12.023594458935738,13.537757698330315
186,8.697474442683422,12.004128574905433,13.88175160188591
187,8.697474442683422,11.947461718556909,13.992483407721489
188,8.697474442683422,12.176735168032108,14.13930144837219
189,8.697474442683422,12.307804262316365,13.889447149372378
190,8.697474442683422,12.165695851436857,14.218990723521435
191,8.697474442683422,12.339729680280719,14.316385824805717
192,8.697474442683422,12.091886342115751,14.082857164732042
193,8.697474442683422,12.070393810918532,13.810382235164779
194,8.697474442683422,12.054676742898268,13.70843112438284
195,8.697474442683422,12.133787015060422,13.945586080849967
196,8.697474442683422,12.166006511585621,14.8489182904641
197,8.697474442683422,12.191365250025097,13.60702058428224
198,8.697474442683422,12.144076766558577,14.48797462098722
199,8.697474442683422,12.175173160908075,14.095768543907766
200,8.697474442683422,12.280013382466414,13.990396029753454
201,8.697474442683422,12.2351602822872,13.861588939444774
202,8.697474442683422,12.123140986537868,13.803229333269545
203,8.697474442683422,12.13305020249821,13.997877315242556
204,8.697474442683422,12.287120188590563,14.121836486317724
205,8.697474442683422,12.12459320434191,14.164484427650542
206,8.697474442683422,11.988076065582057,14.12446261494073
207,8.697474442683422,12.019332853637128,14.174392186076634
208,8.697474442683422,12.05114135444388,14.228003695209884
209,8.697474442683422,12.073313595682416,13.976898045710493
210,8.697474442683422,12.12668519858263,14.227592012227495
211,8.697474442683422,12.076404665845889,13.92338921176125
212,8.697474442683422,12.326890896016453,14.374304542845815
213,8.697474442683422,12.324003355457034,14.248250661532099
214,8.697474442683422,12.184047359252775,14.149380937569484
215,8.697474442683422,12.272944209153582,14.405494553510099
216,8.697474442683422,12.192769320672944,13.872739745995519
217,8.697474442683422,12.20642696098421,14.222449927759254
218,8.697474442683422,12.210276320076803,13.808655990647498
219,8.697474442683422,12.331696355317678,14.02935629252966
220,8.697474442683422,12.109745481073903,13.56227291261416
221,8.697474442683422,12.128241278297924,13.67402404004139
222,8.697474442683422,11.959831382397088,13.790278307270476
223,8.697474442683422,12.168128641415683,14.116129786566532
224,8.697474442683422,12.123057290023558,14.347914514475928
225,8.697474442683422,12.107520583720662,13.467702672102392
226,8.697474442683422,12.137840033321622,14.156417861242488
227,8.697474442683422,12.133924827181875,14.076137300164449
228,8.697474442683422,12.165475806000645,14.218339979370075
229,8.697474442683422,12.18609846936028,14.183925507153361
230,8.697474442683422,12.18616973294057,14.199731789815022
231,8.697474442683422,12.151691442567715,14.2953548687011
232,8.697474442683422,12.141767176111964,13.949211880037849
233,8.697474442683422,12.17290393586303,14.244973020939362
234,8.697474442683422,12.097564768673076,14.040445156588373
235,8.697474442683422,12.093414694453008,13.872712065001142
236,8.697474442683422,12.080357648123092,14.181316407312638
237,8.697474442683422,12.05666511659584,13.821102285652747
238,8.697474442683422,12.201080036789035,14.102019534572458
239,8.697474442683422,12.234981341485572,14.186374763924471
240,8.697474442683422,12.10301953219193,14.21132833071018
241,8.697474442683422,12.176434686391792,13.994661725204708
242,8.697474442683422,12.161216321840078,14.01750124227117
243,8.697474442683422,12.219751264043705,14.106525347624892
244,8.697474442683422,12.244698103190494,14.215071909812313
245,8.697474442683422,12.174014043864142,14.120830153299435
246,8.697474442683422,12.193990814509101,13.60728568695505
247,8.697474442683422,12.054460194120134,13.786315866793744
248,8.697474442683422,12.089912463480273,13.66373864913893
249,8.697474442683422,12.325595161640525,14.47955852182433
250,8.697474442683422,12.164714900591166,14.091781480498872
251,8.697474442683422,12.034649428676353,14.021458660407932
252,8.697474442683422,12.346852371446328,14.12318505725371
253,8.697474442683422,12.167398626769936,14.187099494893376
254,8.697474442683422,12.249118810357615,14.253096684692055
255,8.697474442683422,12.166321669981723,14.39557229727572
256,8.697474442683422,12.247247527931563,14.072543000232569
257,8.697474442683422,12.221705413811158,14.267291124264636
258,8.697474442683422,12.183555814983096,14.601535443726995
259,8.697474442683422,12.17726704173415,14.16297074629362
260,8.697474442683422,12.281537884555672,13.97175629697134
261,8.697474442683422,12.173025178578364,13.827944016223483
262,8.697474442683422,12.248465890467422,14.01908979337676
263,8.697474442683422,12.164196465518224,14.328555717511689
264,8.697474442683422,12.204645295387408,14.061793933187602
265,8.697474442683422,12.20053829727409,14.216027041702604
266,8.697474442683422,12.269766818814404,14.867539000468863
267,8.697474442683422,12.327999848663204,13.982627349390421
268,8.697474442683422,12.219082983112706,14.379620635564725
269,8.697474442683422,12.159044828633327,13.791918244369791
270,8.697474442683422,12.167294105793204,14.091191988774675
271,8.697474442683422,12.200644722607919,14.162794125431294
272,8.697474442683422,12.13100932125683,14.030810510019732
273,8.697474442683422,12.121747167148488,14.216696479279713
274,8.697474442683422,12.0703494749411,14.059514041996858
275,8.697474442683422,12.17622324832838,14.219299222716733
276,8.697474442683422,12.129240678858558,14.186187238589916
277,8.697474442683422,12.182476965089533,13.985044628638178
278,8.697474442683422,12.10690094117424,14.181027687972042
279,8.697474442683422,12.227358606866678,14.119810369820618
280,8.697474442683422,12.240490706442593,14.465289926786093
281,8.697474442683422,12.182956335639064,14.003931603796232
282,8.697474442683422,12.224812543879455,13.922967015768464
283,8.697474442683422,12.051813781734054,13.948171810941558
284,8.697474442683422,12.161116637669808,14.57480244634665
285,8.697474442683422,12.431539249948809,14.368713557856085
286,8.697474442683422,12.22941259588344,14.183499012226758
287,8.697474442683422,12.255391752681186,14.401063314445638
288,8.697474442683422,12.26189559740448,14.077584523447701
289,8.697474442683422,12.292059472064603,14.273400449305134
290,8.697474442683422,12.339278802329073,14.267375260850518
291,8.697474442683422,12.292352350888773,14.093476077537941
292,8.697474442683422,12.252826463011765,13.659899543111013
293,8.697474442683422,12.220129024138373,14.240699368987803
294,8.697474442683422,12.372027859503344,14.246473429784233
295,8.697474442683422,12.248733685224936,14.229721087711303
296,8.697474442683422,12.186329715378976,14.513823181046849
297,8.697474442683422,12.191331252023517,14.323789616669789
298,8.697474442683422,12.251554824228352,14.291946811052018
299,8.697474442683422,12.138402172285442,14.038501705391427
300,8.697474442683422,12.063234267259725,14.381159306166289
301,8.697474442683422,12.076215817366576,14.140473396765648
302,8.697474442683422,12.237120350061756,14.086387979063973
303,8.697474442683422,12.261510018090494,14.439054981526805
304,8.697474442683422,12.204728405840036,14.024645702312357
305,8.697474442683422,12.150113341868787,13.828096251132898
306,8.697474442683422,12.253086926156143,13.832212550366046
307,8.697474442683422,12.184146840044242,14.376998489776021
308,8.606731488255928,12.213606879303148,13.869195891785614
309,8.606731488255928,12.172325849030049,13.996496924383438
310,8.606731488255928,12.284466301847981,14.575402477399479
311,8.606731488255928,12.209110160059229,14.174277003952842
312,8.606731488255928,12.031458844285527,14.388896267790049
313,8.606731488255928,12.179351665301013,13.82801990875999
314,8.606731488255928,12.188691387233332,13.941472961937837
315,8.606731488255928,12.312902408896589,13.852035086277478
316,8.606731488255928,12.342862246877749,14.250179673878991
317,8.606731488255928,12.227283004577842,14.087247573854002
318,8.606731488255928,12.230114656808528,14.086223011555875
319,8.606731488255928,12.195587610828845,13.826450262468693
320,8.606731488255928,12.285423159763084,13.831955784274752
321,8.606731488255928,12.281448616844003,14.175634116755694
322,8.606731488255928,12.026752520243114,14.549959984442022
323,8.606731488255928,12.023244100287783,13.603145871604928
324,8.606731488255928,12.153045060246068,14.0781245759674
325,8.606731488255928,12.186497846166333,14.326461470793493
326,8.606731488255928,12.073930354888637,14.180212456975864
327,8.606731488255928,12.276528497507925,14.0744620886431
328,8.606731488255928,12.207850963948445,14.147642394400721
329,8.606731488255928,12.105722680074152,14.042372653547734
330,8.606731488255928,12.272247398867485,14.51665948198546
331,8.606731488255928,12.087165412130432,14.26240640846768
332,8.606731488255928,12.220783886982165,13.896044395476592
333,8.606731488255928,12.089790211792131,14.31141436927342
334,8.606731488255928,12.249727611559974,14.341236658303998
335,8.606731488255928,12.268040852816576,13.715912042270073
336,8.606731488255928,12.171366884917438,13.99371625397453
337,8.606731488255928,11.960446713999708,13.607488774418874
338,8.606731488255928,12.2131886476892,15.072472143534883
339,8.606731488255928,12.221967645578678,13.747574582403969
340,8.606731488255928,12.098434356798398,14.001563195474345
341,8.606731488255928,12.05134917751033,14.099749856686003
342,8.606731488255928,12.195752363734522,14.420875860865493
343,8.606731488255928,12.232589199744277,13.950112277150852
344,8.606731488255928,12.07085109670884,14.073357971398513
345,8.606731488255928,12.132072551090562,14.176529053831656
346,8.606731488255928,12.151044320489348,14.220823357518126
347,8.606731488255928,12.177927990394988,14.277428681216325
348,8.606731488255928,12.14304375337661,14.546128199843617
349,8.606731488255928,12.234040807797374,14.110689698879359
350,8.606731488255928,12.214853220520736,14.213159472891325
351,8.606731488255928,12.13160958148659,13.961037391585153
352,8.606731488255928,12.226440962636634,14.635273756855039
353,8.606731488255928,12.246428233946292,13.746787799787832
354,8.606731488255928,12.181758812879723,13.952241392126721
355,8.606731488255928,12.208198285394696,14.220340931150808
356,8.606731488255928,12.212612506598932,14.884562316308083
357,8.606731488255928,12.230613734976359,14.33328508153295
358,8.606731488255928,12.18863169273913,13.843159857936088
359,8.606731488255928,12.095617742110397,13.776782042661837
360,8.606731488255928,12.21588475281835,13.948565457244154
361,8.606731488255928,12.18866563948744,14.143677770928269
362,8.606731488255928,12.20853569986242,14.281604013577025
363,8.606731488255928,12.097661807407217,13.95905646654527
364,8.606731488255928,12.058096266752061,14.166405814491453
365,8.606731488255928,12.193507633321103,14.654197221463596
366,8.606731488255928,12.111006545782883,14.093742318401665
367,8.606731488255928,12.268812620643455,13.976188749859253
368,8.606731488255928,12.223740453780653,14.045163177940596
369,8.606731488255928,12.134685920670758,13.906759201298376
370,8.606731488255928,12.25490028812769,14.097778486783792
371,8.606731488255928,12.186584462262312,14.776471315028886
372,8.606731488255928,12.078511341604539,14.045243065263588
373,8.606731488255928,12.082030093851463,14.446472652874897
374,8.606731488255928,12.034991581537959,14.173150419455064
375,8.606731488255928,12.218001090909182,14.12040846963714
376,8.606731488255928,12.125007149233761,14.30984428797117
377,8.606731488255928,12.17601360335213,13.612892917968082
378,8.606731488255928,12.19117102219363,14.685188317602515
379,8.606731488255928,12.233352003941434,14.27002844607318
380,8.606731488255928,12.279874542199327,13.991570060800024
381,8.606731488255928,12.128422709088882,14.06397548051475
382,8.606731488255928,12.236314611069078,14.411404900467609
383,8.606731488255928,12.224969080538612,13.804345463773329
384,8.606731488255928,12.110063821267772,13.758268769941576
385,8.606731488255928,12.222574010409996,13.770067442042288
386,8.606731488255928,12.315551802130033,14.30120336122472
387,8.606731488255928,12.20770237997304,13.967755844470085
388,8.606731488255928,12.222386034182906,14.49075732484055
389,8.606731488255928,12.22763322623919,13.839047842854312
390,8.606731488255928,12.228041773451341,14.012331157647537
391,8.606731488255928,12.271396031805391,14.099624944076853
392,8.606731488255928,12.14652675471484,13.964232192313153
393,8.606731488255928,12.123006923373039,14.21543334886903
394,8.606731488255928,12.132075049327357,14.101085318627874
395,8.606731488255928,12.228264037914823,14.15707916059677
396,8.606731488255928,12.241801364429557,13.979620992930988
397,8.606731488255928,12.157592588143547,14.029400502485226
398,8.606731488255928,12.25067592899799,14.260028939340483
399,8.606731488255928,12.024534015363686,14.16807868851759
400,8.606731488255928,12.082553121837048,14.30102539549451
401,8.606731488255928,12.077880446520407,13.926144648970713
402,8.606731488255928,12.242729850677541,14.468809717517328
403,8.606731488255928,12.385047960455696,13.94934143771551
404,8.606731488255928,12.218454605089418,13.68355384777188
405,8.606731488255928,12.330988775517403,14.04745166673883
406,8.606731488255928,12.370019142273241,14.27386408789446
407,8.606731488255928,12.162785102685614,14.242974768553752
408,8.606731488255928,12.180178156964287,14.86999277592468
409,8.606731488255928,12.243346751110234,14.265999746726905
410,8.606731488255928,12.22068597162655,14.038903767042433
411,8.606731488255928,12.395828863440785,14.233409605816828
412,8.606731488255928,12.118309651069977,13.687648701622738
413,8.606731488255928,12.072224352213677,14.192273932346243
414,8.606731488255928,12.115207986654054,13.949340274092966
415,8.606731488255928,12.201526879128462,14.369409840854429
416,8.606731488255928,12.060152269985506,13.762523365281144
417,8.606731488255928,12.217399320880675,13.782926278549589
418,8.606731488255928,12.306204244860783,13.932035561321277
419,8.606731488255928,12.293682752527424,14.321227566517251
420,8.606731488255928,12.019212574332919,14.04224143479653
421,8.606731488255928,12.170970349443133,13.881500267511107
422,8.606731488255928,12.17584917449944,14.412293778807905
423,8.606731488255928,12.320646776023773,14.674297794740843
424,8.606731488255928,12.190972082464073,14.477172403301187
425,8.606731488255928,12.049569300192777,14.05912107517598
426,8.606731488255928,12.226049156928928,13.936535157430367
427,8.606731488255928,12.301641012181573,14.149647218609319
428,8.606731488255928,12.022889615245155,14.133393653514453
429,8.606731488255928,12.083619912568413,14.062658639093895
430,8.606731488255928,12.141422541142862,14.115791179458409
431,8.606731488255928,12.031291709795939,14.187566600572628
432,8.606731488255928,11.89124882581904,14.212056923055682
433,8.606731488255928,12.102715995862688,14.129492596140096
434,8.606731488255928,12.050365470561902,14.297111919896208
435,8.606731488255928,12.34027370098687,14.605525502450678
436,8.606731488255928,12.228600238603969,14.236537399097443
437,8.606731488255928,12.298348345145452,14.61852596885339
438,8.606731488255928,12.242483318373957,14.488729750656349
439,8.606731488255928,12.064467281057471,14.429271799016513
440,8.606731488255928,12.154522324575,13.742971112406437
441,8.606731488255928,12.019248060074341,14.673835899596886
442,8.606731488255928,12.141681995595375,14.366708989577278
443,8.606731488255928,12.200695646066508,14.025200503620779
444,8.606731488255928,12.062413508357075,14.322750872514842
445,8.606731488255928,12.179210831435991,14.113612956125346
446,8.606731488255928,12.14181113504948,14.48119437552144
447,8.606731488255928,12.17442823763177,14.324678915226555
448,8.606731488255928,12.052168224803363,14.270228033243484
449,8.606731488255928,12.098080287848418,13.638862127259735
450,8.606731488255928,11.993537002036781,14.12685287933991
451,8.606731488255928,12.172333593114395,13.80768092454512
452,8.606731488255928,12.018186007232627,13.913873298446529
453,8.606731488255928,12.093700490509667,14.07091976513834
454,8.606731488255928,12.091646886090635,14.137690527681375
455,8.606731488255928,12.090550951730826,13.963931411789014
456,8.606731488255928,12.133965522808184,14.066184839228754
457,8.606731488255928,11.986162255250758,14.275752811940485
458,8.606731488255928,12.018035619140262,13.817349529346902
459,8.606731488255928,12.071043661310439,14.056368351643387
460,8.606731488255928,12.149581037274395,13.864538952530115
461,8.606731488255928,12.347613788964313,14.40990797609434
462,8.606731488255928,12.186310809514021,14.07270371339219
463,8.606731488255928,12.172184380404994,14.353985640635138
464,8.606731488255928,12.15759000267672,13.85540255154628
465,8.606731488255928,11.930507146298732,13.990711496093617
466,8.606731488255928,12.210695058005486,14.10767435313392
467,8.606731488255928,12.096608969139844,14.078247324349228
468,8.606731488255928,12.163047925218168,13.948718718920977
469,8.606731488255928,12.222865651279774,14.06244896535006
470,8.606731488255928,12.35555342618629,13.982685581524942
471,8.606731488255928,12.285680896096236,14.459262395704712
472,8.606731488255928,12.058131797041575,14.220635805071208
473,8.606731488255928,12.038653521104557,13.774805980477023
474,8.606731488255928,11.885557421861447,13.776353094118182
475,8.606731488255928,12.24180554311452,14.072511183222268
476,8.606731488255928,12.132337659388154,14.225704214761103
477,8.606731488255928,12.179365942710666,14.044309337808205
478,8.606731488255928,12.206621183690597,14.185519203792852
479,8.606731488255928,12.112639819995872,13.726753821713807
480,8.606731488255928,12.199846273324438,14.497001489581937
481,8.606731488255928,12.162544984707282,13.875823465979327
482,8.606731488255928,12.20898525734483,13.829586453120001
483,8.606731488255928,12.083751231390773,13.677105421987223
484,8.606731488255928,12.176213431332979,14.019255202195477
485,8.606731488255928,12.151511071764268,14.001893933069487
486,8.606731488255928,12.265514951758599,14.317608916876724
487,8.606731488255928,12.135676271176832,14.221233765257395
488,8.606731488255928,12.293398547579372,14.323988308352659
489,8.606731488255928,12.104774910505302,14.236438215087285
490,8.606731488255928,12.07974705403539,13.671627766058883
491,8.606731488255928,12.158872903458432,13.838520759950853
492,8.606731488255928,12.264389295767971,13.86920645981341
493,8.606731488255928,12.346675853120296,14.446457567150466
494,8.606731488255928,12.306989975153337,14.032665182140317
495,8.606731488255928,12.229212411550526,13.820154328280974
496,8.606731488255928,12.201476120648646,13.89194256949
497,8.606731488255928,12.2339567062299,14.499981410253602
498,8.606731488255928,12.295756415639595,14.088892745323097
499,8.606731488255928,12.23988775076517,13.984504254415612
500,8.606731488255928,12.323203853102218,14.3121659517707
